STUDYID	DOMAIN	SUBJIDN	GFGRPID	GFREFID	GFTESTCD	GFTEST	GFTSTDTL	GFCAT	GFORRES	GFORRESU	GFORREF	GFRESCAT	GFGENREF	GFSYM	GFGENLOC	GFGENSR	GFSEQID	GFPVRID	GFSTAT	GFREASND	GFNAM	GFSPEC	MATRIX	GFMETHOD	GFANMETH	VISIT	GFDTC	GFTPT	GFTPTREF	GFTPTNUM	GFSIGDTL	SWVER
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		16				GRCh38 miRBase V22				hsa-miR-30b-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4711-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-628-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		285				GRCh38 miRBase V22				hsa-miR-4797-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-1295b-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		62				GRCh38 miRBase V22				hsa-miR-196a-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4799-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-1249-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		74				GRCh38 miRBase V22				hsa-miR-4515				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4787-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-137-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6851-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-125a-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-421				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-140-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		1769				GRCh38 miRBase V22				hsa-miR-5196-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		3				GRCh38 miRBase V22				hsa-miR-6873-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6069				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-335-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-8089				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		460				GRCh38 miRBase V22				hsa-miR-6832-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6838-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4290				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4787-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		4				GRCh38 miRBase V22				hsa-miR-548ax				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		5				GRCh38 miRBase V22				hsa-miR-4650-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-564				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		5				GRCh38 miRBase V22				hsa-let-7a-2-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		20				GRCh38 miRBase V22				hsa-miR-6823-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-3139				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-509-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		73				GRCh38 miRBase V22				hsa-miR-485-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		6				GRCh38 miRBase V22				hsa-miR-1323				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		4				GRCh38 miRBase V22				hsa-miR-511-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-30c-2-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		29				GRCh38 miRBase V22				hsa-miR-486-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4479				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		19				GRCh38 miRBase V22				hsa-miR-4681				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-127-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6809-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-3146				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		59				GRCh38 miRBase V22				hsa-miR-3162-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-3620-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-146a-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		4				GRCh38 miRBase V22				hsa-miR-6794-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-5589-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		1020				GRCh38 miRBase V22				hsa-miR-520b-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		274				GRCh38 miRBase V22				hsa-miR-1538				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		190947				GRCh38 miRBase V22				hsa-miR-766-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4709-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6874-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		112				GRCh38 miRBase V22				hsa-miR-10b-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		16				GRCh38 miRBase V22				hsa-miR-497-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-216a-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-31-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-600				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		18				GRCh38 miRBase V22				hsa-miR-6857-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-26a-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-3121-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		52				GRCh38 miRBase V22				hsa-miR-4312				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-11401				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-98-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-495-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-450a-2-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4742-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		251				GRCh38 miRBase V22				hsa-miR-4676-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-6737-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		81				GRCh38 miRBase V22				hsa-miR-4769-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-449b-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-1914-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-6838-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4649-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-766-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6086				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6790-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-96-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		5				GRCh38 miRBase V22				hsa-miR-5680				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-2054				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-3689f				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		2312				GRCh38 miRBase V22				hsa-miR-101-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-5009-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-12123				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		53				GRCh38 miRBase V22				hsa-miR-3065-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-3659				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-130a-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-5585-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		1481				GRCh38 miRBase V22				hsa-miR-5195-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		116				GRCh38 miRBase V22				hsa-miR-7162-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		25				GRCh38 miRBase V22				hsa-miR-3907				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		190868				GRCh38 miRBase V22				hsa-miR-3936				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		7				GRCh38 miRBase V22				hsa-miR-4524a-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		25				GRCh38 miRBase V22				hsa-miR-208b-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_55	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-133a-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9065643849		TEST0001_56	TRNSCPTN	Transcription	FRAGMENT COUNT		12				GRCh38 miRBase V22				hsa-miR-580-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
